UniformeProductnaam,URI,Rijk,Provincie,Waterschap,Gemeente,Burger,Bedrijf,Dienstenwet,SDG,Autonomie,Medebewind,Aanvraag,Subsidie,Melding,Verplichting,DigiDMacht,Grondslag,Grondslaglabel,Grondslaglink
vluchtelingenpaspoort,http://standaarden.overheid.nl/owms/terms/vluchtelingenpaspoort,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_11,Artikel 11 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=II&Paragraaf=2&artikel=11
voedselbank,http://standaarden.overheid.nl/owms/terms/voedselbank,,,,X,X,X,,,,,,,,,,,,
voertuig te koop aanbieden op openbare weg ontheffing,http://standaarden.overheid.nl/owms/terms/voertuig_te_koop_aanbieden_op_openbare_weg_ontheffing,,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_5_3,Artikel 5:3 Model Algemene plaatselijke verordening,
voertuigen bedrijfsvoorraaderkenning,http://standaarden.overheid.nl/owms/terms/voertbedrvoorrerk,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_62,Artikel 62 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=IV&Paragraaf=5&artikel=62
volkstuinverhuur,http://standaarden.overheid.nl/owms/terms/volkstuinverhuur,,,,X,X,,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_201,Artikel 201 Burgerlijk Wetboek Boek 7,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=4&afdeling=1&artikel=201
volmachtbewijs verkiezingen,http://standaarden.overheid.nl/owms/terms/volmachtbewijs_verkiezingen,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_L_14,Artikel L 14 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=L&Paragraaf=3&artikel=L_14
volmachtbewijs verkiezingen,http://standaarden.overheid.nl/owms/terms/volmachtbewijs_verkiezingen,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_L_8,Artikel L 8 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=L&Paragraaf=2&artikel=L_8
volwasseneneducatiesubsidie,http://standaarden.overheid.nl/owms/terms/volwasseneneducatiesubsidie,,,,X,X,X,,,X,,X,X,,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
voogdbenoeming verzoek,http://standaarden.overheid.nl/owms/terms/voogdbenVerz,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_299,Artikel 299 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=6&Paragraaf=3&artikel=299
voogdij aantekening gezagsregister,http://standaarden.overheid.nl/owms/terms/voogdAantGezReg,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_292,Artikel 292 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=6&Paragraaf=2&artikel=292
voor- en vroegschoolse educatie,http://standaarden.overheid.nl/owms/terms/voorVrSchEducatie,X,,,,X,X,,E1,,,,,,,,http://standaarden.overheid.nl/owms/terms/WPO_art_166,Artikel 166 Wet op het primair onderwijs,https://wetten.overheid.nl/jci1.3:c:BWBR0003420&hoofdstuk=I&titeldeel=IV&afdeling=10&artikel=166
voorbereidingsbesluit,http://standaarden.overheid.nl/owms/terms/voorbereidingsbesluit,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_3_7,Artikel 3.7 Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=3&afdeling=3.2&artikel=3.7
voorkeursrechtaanwijzing,http://standaarden.overheid.nl/owms/terms/voorkRechtAanw,X,X,,X,X,X,X,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WVGem_art_2,Artikel 2 Wet voorkeursrecht gemeenten,https://wetten.overheid.nl/jci1.3:c:BWBR0003391&artikel=2
voorkeursrechtaanwijzing,http://standaarden.overheid.nl/owms/terms/voorkRechtAanw,X,X,,X,X,X,X,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WVGem_art_9a,Artikel 9a Wet voorkeursrecht gemeenten,https://wetten.overheid.nl/jci1.3:c:BWBR0003391&artikel=9a
voorlopige voorkeursrechtaanwijzing,http://standaarden.overheid.nl/owms/terms/voorlVoorkRechtAanw,,X,,X,X,X,X,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WVGem_art_6,Artikel 6 Wet voorkeursrecht gemeenten,https://wetten.overheid.nl/jci1.3:c:BWBR0003391&artikel=6
voorlopige voorziening,http://standaarden.overheid.nl/owms/terms/voorlVoorz,X,X,,,X,X,,,X,X,,,,,,http://standaarden.overheid.nl/owms/terms/Awb_art_8_81,Artikel 8:81 Algemene wet bestuursrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0005537&hoofdstuk=8&titeldeel=8.3&artikel=8:81
voornaamwijziging,http://standaarden.overheid.nl/owms/terms/voornaamwijziging,X,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_4,Artikel 4 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=2&artikel=4
vooropleidingseisen hoger onderwijs vrijstelling,http://standaarden.overheid.nl/owms/terms/vooroplEisHoVrijst,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_28,Artikel 7.28 Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=2&Paragraaf=1&artikel=7.28
vooropleidingseisen hoger onderwijs vrijstelling,http://standaarden.overheid.nl/owms/terms/vooroplEisHoVrijst,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_29,Artikel 7.29 Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=2&Paragraaf=1&artikel=7.29
vooroverleg,http://standaarden.overheid.nl/owms/terms/voorovrlg,X,X,X,X,X,X,,,X,X,,,,,,,,
vordering rijbewijs klaagschrift,http://standaarden.overheid.nl/owms/terms/vordRijbewKlaagschr,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_164,Artikel 164 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=IX&artikel=164
vos-inrichting gegevenslevering,http://standaarden.overheid.nl/owms/terms/vos-inrichting_gegevenslevering,X,X,,X,,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Barim,Activiteitenbesluit milieubeheer,https://wetten.overheid.nl/jci1.3:c:BWBR0022762
vreemdeling verhuismelding,http://standaarden.overheid.nl/owms/terms/vreemdVerhMld,X,,,,X,,,D1;D4,,,,,X,,,http://standaarden.overheid.nl/owms/terms/VB_art_4_37,Artikel 4.37 Vreemdelingenbesluit 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011825&hoofdstuk=4&afdeling=3&Paragraaf=1&artikel=4.37
vreemdelingenpaspoort,http://standaarden.overheid.nl/owms/terms/vreemdelingenpaspoort,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_11,Artikel 11 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=II&Paragraaf=2&artikel=11
vrijkomen woonruimtemelding,http://standaarden.overheid.nl/owms/terms/vrijkomen_woonruimtemelding,,,,X,,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Huisvw_art_20,Artikel 20 Huisvestingswet 2014,https://wetten.overheid.nl/jci1.3:c:BWBR0035303&hoofdstuk=3&artikel=20
vrijwillige inkoop aow,http://standaarden.overheid.nl/owms/terms/VrijwInkAow,X,,,,X,,,B9,,,,,,,,http://standaarden.overheid.nl/owms/terms/AOW_art_38,Artikel 38 Algemene Ouderdomswet,https://wetten.overheid.nl/jci1.3:c:BWBR0002221&hoofdstuk=IV&artikel=38
vrijwillige verzekering anw,http://standaarden.overheid.nl/owms/terms/VrijwVerzAnw,X,,,,X,,,G4,,,,,,,,http://standaarden.overheid.nl/owms/terms/Anw_art_63a,Artikel 63a Algemene nabestaandenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007795&hoofdstuk=5&artikel=63a
vrijwillige verzekering aow,http://standaarden.overheid.nl/owms/terms/VrijwVerzAow,X,,,,X,,,B9,,,,,,,,http://standaarden.overheid.nl/owms/terms/AOW_art_35,Artikel 35 Algemene Ouderdomswet,https://wetten.overheid.nl/jci1.3:c:BWBR0002221&hoofdstuk=IV&artikel=35
vrijwillige verzekering wao,http://standaarden.overheid.nl/owms/terms/VrijwVerzWao,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WAO_art_81,Artikel 81 Wet op de arbeidsongeschiktheidsverzekering,https://wetten.overheid.nl/jci1.3:c:BWBR0002524&hoofdstuk=VI&artikel=81
vrijwillige verzekering wia,http://standaarden.overheid.nl/owms/terms/VrijwVerzWia,X,,,,X,,,B9,,,,,,,,http://standaarden.overheid.nl/owms/terms/WIA_art_18,Artikel 18 Wet werk en inkomen naar arbeidsvermogen,https://wetten.overheid.nl/jci1.3:c:BWBR0019057&hoofdstuk=2&Paragraaf=2.2&artikel=18
vrijwillige verzekering ww,http://standaarden.overheid.nl/owms/terms/VrijwVerzWw,X,,,,X,,,B6,,,,,,,,http://standaarden.overheid.nl/owms/terms/WW_art_53,Artikel 53 Werkloosheidswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004045&hoofdstuk=III&artikel=53
vrijwillige verzekering ziektewet,http://standaarden.overheid.nl/owms/terms/VrijwVerzZw,X,,,,X,,,B9,,,,,,,,http://standaarden.overheid.nl/owms/terms/ZW_art_64,Artikel 64 Ziektewet,https://wetten.overheid.nl/jci1.3:c:BWBR0001888&afdeling=Tweede&hoofdstuk=IV&artikel=64
vrijwilligersverzekering,http://standaarden.overheid.nl/owms/terms/vrijwilligersverzekering,,,,X,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WMO_2015_art_2_2_2,Artikel 2.2.2 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&Paragraaf=2&artikel=2.2.2
vrijwilligerswerksubsidie,http://standaarden.overheid.nl/owms/terms/vrijwilligerswerksubsidie,,X,,,X,X,,,X,,X,X,,,,http://standaarden.overheid.nl/owms/terms/pr_sub_vo,provinciale subsidieverordening,
vrouwenopvang,http://standaarden.overheid.nl/owms/terms/vrouwenopvang,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WMO_2015_art_1_2_1,Artikel 1.2.1 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=1&Paragraaf=2&artikel=1.2.1
vuurwerk ontbrandingsmelding,http://standaarden.overheid.nl/owms/terms/vuurwerk_ontbrandingsmelding,,X,,X,,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/VWB_art_3b_4,Artikel 3B.4 Vuurwerkbesluit,https://wetten.overheid.nl/jci1.3:c:BWBR0013360&hoofdstuk=3b&artikel=3B.4
vuurwerk ontbrandingstoestemming,http://standaarden.overheid.nl/owms/terms/vuurwerk_ontbrandingstoestemming,,X,,X,,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/VWB_art_3b_1,Artikel 3B.1 Vuurwerkbesluit,https://wetten.overheid.nl/jci1.3:c:BWBR0013360&hoofdstuk=3b&artikel=3B.1
vuurwerkverkoopvergunning,http://standaarden.overheid.nl/owms/terms/vuurwerkverkoopvergunning,,X,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_2_72,Artikel 2:72 Model Algemene plaatselijke verordening,
wa-verzekeringsplicht,http://standaarden.overheid.nl/owms/terms/waVerzPl,X,,,,X,X,,B5;C3,,,,,,,,http://standaarden.overheid.nl/owms/terms/WAM_art_2,Artikel 2 Wet aansprakelijkheidsverzekering motorrijtuigen,https://wetten.overheid.nl/jci1.3:c:BWBR0002415&hoofdstuk=1&artikel=2
wa-verzekeringsplicht vrijstelling,http://standaarden.overheid.nl/owms/terms/waVerzPlVrijst,X,,,,X,,,C3,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WAM_art_18,Artikel 18 Wet aansprakelijkheidsverzekering motorrijtuigen,https://wetten.overheid.nl/jci1.3:c:BWBR0002415&hoofdstuk=2&artikel=18
waarborgfonds motorverkeer schadevergoeding,http://standaarden.overheid.nl/owms/terms/wbFndsMotVerkSchVerg,X,,,,X,X,,C3,,,,,,,,http://standaarden.overheid.nl/owms/terms/WAM_art_25,Artikel 25 Wet aansprakelijkheidsverzekering motorrijtuigen,https://wetten.overheid.nl/jci1.3:c:BWBR0002415&hoofdstuk=4&artikel=25
wajong-uitkering,http://standaarden.overheid.nl/owms/terms/wajong-uitkering,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wajong_art_1a_2,Artikel 1a:2 Wet arbeidsongeschiktheidsvoorziening jonggehandicapten,https://wetten.overheid.nl/jci1.3:c:BWBR0008657&hoofdstuk=1a&Paragraaf=2&artikel=1a:2
wapenvergunning,http://standaarden.overheid.nl/owms/terms/wapenvergunning,X,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WWM_art_13,Artikel 13 Wet wapens en munitie,https://wetten.overheid.nl/jci1.3:c:BWBR0008804&Paragraaf=3&artikel=13
wapenvergunning,http://standaarden.overheid.nl/owms/terms/wapenvergunning,X,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WWM_art_28,Artikel 28 Wet wapens en munitie,https://wetten.overheid.nl/jci1.3:c:BWBR0008804&Paragraaf=6&artikel=28
wapenvergunning,http://standaarden.overheid.nl/owms/terms/wapenvergunning,X,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WWM_art_4,Artikel 4 Wet wapens en munitie,https://wetten.overheid.nl/jci1.3:c:BWBR0008804&Paragraaf=1&artikel=4
waterbeheer schadevergoeding,http://standaarden.overheid.nl/owms/terms/waterbeheer_schadevergoeding,,X,X,,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_7_14,Artikel 7.14 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=7&Paragraaf=3&artikel=7.14
waterbeheerplan,http://standaarden.overheid.nl/owms/terms/waterbeheerplan,,,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_4_6,Artikel 4.6 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=4&Paragraaf=3&artikel=4.6
waterbeheerprogramma,http://standaarden.overheid.nl/owms/terms/waterbeheerprogramma,,,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_4_6,Artikel 4.6 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=4&Paragraaf=3&artikel=4.6
waterbeschermingszone-ontheffing,http://standaarden.overheid.nl/owms/terms/waterbeschermingszone-ontheffing,,X,X,,X,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/pro_mil_vo,provinciale milieuverordening,
waterbodem verontreiniging melding,http://standaarden.overheid.nl/owms/terms/waterbodem_verontreiniging_melding,,X,X,,X,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_6_9,Artikel 6.9 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=6&Paragraaf=1&artikel=6.9
watergangonderhoud,http://standaarden.overheid.nl/owms/terms/watergangonderhoud,,,X,,X,X,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/modelkeur_art_4_2,Artikel 4.2 modelkeur 2013,
waterlegger,http://standaarden.overheid.nl/owms/terms/waterlegger,,,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_5_1,Artikel 5.1 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=5&Paragraaf=1&artikel=5.1
watermelding,http://standaarden.overheid.nl/owms/terms/watermelding,X,X,X,,X,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/modelkeur_art_3_9,Artikel 3.9 modelkeur 2013,
watersysteemheffing,http://standaarden.overheid.nl/owms/terms/watersysteemheffing,,,X,,X,X,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Wschw_art_117,Artikel 117 Waterschapswet,https://wetten.overheid.nl/jci1.3:c:BWBR0005108&titeldeel=IV&hoofdstuk=XVII&artikel=117
watertoets,http://standaarden.overheid.nl/owms/terms/watertoets,,,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/bro_art_3_1_1,Artikel 3.1.1 Besluit ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0023798&hoofdstuk=3&Paragraaf=3.1&artikel=3.1.1
watervergunning,http://standaarden.overheid.nl/owms/terms/watervergunning,X,X,X,X,X,X,X,N1,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_6_2,Artikel 6.2 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=6&Paragraaf=1&artikel=6.2
watervergunning registratie,http://standaarden.overheid.nl/owms/terms/watervergunning_registratie,,X,X,,X,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WaB_art_6_11,Artikel 6.11 Waterbesluit,https://wetten.overheid.nl/jci1.3:c:BWBR0026872&hoofdstuk=6&Paragraaf=5&artikel=6.11
watervergunning schadevergoeding,http://standaarden.overheid.nl/owms/terms/watervergunning_schadevergoeding,,X,X,,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_7_18,Artikel 7.18 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=7&Paragraaf=3&artikel=7.18
waterverkeersbesluit,http://standaarden.overheid.nl/owms/terms/waterverkeersbesluit,,,X,,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Scheepvaartverkeerswet_art_5,Artikel 5 Scheepvaartverkeerswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004364&hoofdstuk=2&Paragraaf=2&artikel=5
wedstrijd op de weg,http://standaarden.overheid.nl/owms/terms/wedstrijd_op_de_weg,,X,,,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_148,Artikel 148 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=VII&artikel=148
wegenheffing,http://standaarden.overheid.nl/owms/terms/wegenheffing,,,X,,X,X,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Wschw_art_122a,Artikel 122a Waterschapswet,https://wetten.overheid.nl/jci1.3:c:BWBR0005108&titeldeel=IV&hoofdstuk=XVIIa&artikel=122a
wegenverkeerswetontheffing,http://standaarden.overheid.nl/owms/terms/wegenverkeerswetontheffing,X,X,X,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_149,Artikel 149 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=VII&artikel=149
wegsleepregeling,http://standaarden.overheid.nl/owms/terms/wegsleepreg,,,,X,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_173,Artikel 173 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=X&artikel=173
welstandsadvies,http://standaarden.overheid.nl/owms/terms/welstandsadvies,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wabo_art_2_10,Artikel 2.10 Wet algemene bepalingen omgevingsrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0024779&hoofdstuk=2&Paragraaf=2.3&artikel=2.10
welzijnswerksubsidie,http://standaarden.overheid.nl/owms/terms/welzijnswerksubsidie,,,,X,X,X,,,X,,X,X,,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
werkbegeleiding werkzoekenden,http://standaarden.overheid.nl/owms/terms/werkbegeleiding_werkzoekenden,,,,X,X,X,,,,X,,,,,,,,
werkplekaanpassing,http://standaarden.overheid.nl/owms/terms/werkplekaanpassing,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Arbo_art_3,Artikel 3 Arbeidsomstandighedenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0010346&hoofdstuk=2&artikel=3
werktijden aanpassingsverzoek,http://standaarden.overheid.nl/owms/terms/werktijdenAanpVerz,X,,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Wfw_art_2,Artikel 2 Wet flexibel werken,https://wetten.overheid.nl/jci1.3:c:BWBR0011173&artikel=2
werktijdenregeling,http://standaarden.overheid.nl/owms/terms/werktijdreg,X,,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/ATW,Arbeidstijdenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007671
werkzoekende inschrijving,http://standaarden.overheid.nl/owms/terms/werkzInschr,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WW_art_26,Artikel 26 Werkloosheidswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004045&hoofdstuk=II&Paragraaf=2&artikel=26
wet milieubeheermelding,http://standaarden.overheid.nl/owms/terms/wet_milieubeheermelding,,,X,X,,X,,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Wm_art_8_41,Artikel 8.41 Wet milieubeheer,https://wetten.overheid.nl/jci1.3:c:BWBR0003245&hoofdstuk=8&Paragraaf=8.1&artikel=8.41
wezenuitkering,http://standaarden.overheid.nl/owms/terms/wezenuitkering,X,,,,X,,,B9,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Anw_art_26,Artikel 26 Algemene nabestaandenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007795&hoofdstuk=3&afdeling=I&Paragraaf=5&artikel=26
wia-uitkering,http://standaarden.overheid.nl/owms/terms/wia-uitkering,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WIA_art_47,Artikel 47 Wet werk en inkomen naar arbeidsvermogen,https://wetten.overheid.nl/jci1.3:c:BWBR0019057&hoofdstuk=6&Paragraaf=6.1&artikel=47
wijnproducentenregistratie,http://standaarden.overheid.nl/owms/terms/wijnprodreg,X,,,,,X,X,,,,,,,X,,http://standaarden.overheid.nl/owms/terms/Reg_wijn_en_olijfolie_art_3a,Artikel 3a Regeling wijn en olijfolie,https://wetten.overheid.nl/jci1.3:c:BWBR0035180&hoofdstuk=1&artikel=3a
wildschade,http://standaarden.overheid.nl/owms/terms/wildschade,,X,,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wet_natuurbescherming_art_6_1,Artikel 6.1 Wet natuurbescherming,https://wetten.overheid.nl/jci1.3:c:BWBR0037552&hoofdstuk=6&artikel=6.1
winkeltijdeninformatie,http://standaarden.overheid.nl/owms/terms/winkeltijdeninformatie,,,,X,X,X,,,,X,,,,,,,,
winkeltijdenontheffing,http://standaarden.overheid.nl/owms/terms/winkeltijdenontheffing,X,,,X,,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Winkeltijdenwet_art_3,Artikel 3 Winkeltijdenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007952&artikel=3
wlz-indicatie,http://standaarden.overheid.nl/owms/terms/wlzIindicatie,X,,,X,X,,,F6,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wlz_art_3_2_1,Artikel 3.2.1 Wet langdurige zorg,https://wetten.overheid.nl/jci1.3:c:BWBR0035917&hoofdstuk=3&Paragraaf=2&artikel=3.2.1
wlz-zorg in buitenland vergoeding,http://standaarden.overheid.nl/owms/terms/wlzZorgBuitVerg,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wlz_art_3_3_5,Artikel 3.3.5 Wet langdurige zorg,https://wetten.overheid.nl/jci1.3:c:BWBR0035917&hoofdstuk=3&Paragraaf=3&artikel=3.3.5
wmo-voorziening,http://standaarden.overheid.nl/owms/terms/wmo-voorziening,,,,X,X,,,,,X,X,,,,X,http://standaarden.overheid.nl/owms/terms/WMO_2015_art_2_2_3,Artikel 2.2.3 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&Paragraaf=2&artikel=2.2.3
wmo-voorziening,http://standaarden.overheid.nl/owms/terms/wmo-voorziening,,,,X,X,,,,,X,X,,,,X,http://standaarden.overheid.nl/owms/terms/WMO_2015_art_2_3_1,Artikel 2.3.1 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&Paragraaf=3&artikel=2.3.1
